phrase,source,researcher,verified,corpus_role,target_value,package_cluster,availability_state,confidence,reason_rule,sensitivity,notes_provenance
ביאת הגואל עני ורכב על חמור,excel_import,,False,research_vocabulary,1170,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני - פי 5
ביאת המשיח 1335 1290- לפי אחד - אתבש,excel_import,,False,research_vocabulary,2660,none,deep_research,MEDIUM,unverified_with_notes,normal,ביאת המשיח 1335 1290 - לפי אחד - אתבש
ביאת המשיח 2756- סת,excel_import,,False,research_vocabulary,1118,none,deep_research,MEDIUM,unverified_with_notes,normal,ביאת המשיח 2756 - סת
ביאת המשיח 644 בזמן הזה - מילוי,excel_import,,False,research_vocabulary,5660,none,deep_research,LOW,unverified_bare,normal,ביאת המשיח 644 בזמן הזה - מילוי
ביאת המשיח אלף שלש מאות שלשים וחמשה,excel_import,,False,research_vocabulary,3003,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי
ביאת המשיח בהיסח הדעת ב776- מדבר רבה,excel_import,,False,research_vocabulary,2448,none,deep_research,MEDIUM,unverified_with_notes,normal,ביאת המשיח בהיסח הדעת ב776 - מדבר רבה
ביאת המשיח בהיסח הדעת בזמן הזה,excel_import,,False,research_vocabulary,1456,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר
ביאת המשיח בהיסח הדעת בעתה,excel_import,,False,research_vocabulary,1817,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני - 781 אות שלישית
ביאת המשיח בזמן הזה בעתה אחישנה,excel_import,,False,research_vocabulary,1743,none,deep_research,MEDIUM,unverified_with_notes,normal,ריבוע
ביאת המשיח במצאי השמיטה,excel_import,,True,thematic_corpus,1288,none,public_expanded,MEDIUM,verified_default,normal,6440 - רגיל - 26000 - רגיל לפני אחרי - פי 5
ביאת המשיח בקרוב מאד,excel_import,,True,thematic_corpus,1131,none,public_expanded,MEDIUM,verified_default,normal,לפני =פי 5
ביאת המשיח בשבע מאות שבעים ושש,excel_import,,False,research_vocabulary,2625,none,deep_research,MEDIUM,unverified_with_notes,normal,אטבח - 5660 אטבח
ביאת המשיח בשנה הבאה,excel_import,,True,thematic_corpus,1146,none,public_expanded,MEDIUM,verified_default,normal,רגיל ואתבש
ביאת המשיח בשנה הנוכחית,excel_import,,True,thematic_corpus,1632,none,public_expanded,MEDIUM,verified_default,normal,פי 5 - לפני
ביאת המשיח בשנת אלפיים חמש עשרה - אחרי,excel_import,,False,research_vocabulary,4440,none,deep_research,LOW,unverified_bare,normal,ביאת המשיח בשנת אלפיים חמש עשרה - אחרי
ביאת המשיח האחרון 3963 ב ∆,excel_import,,False,research_vocabulary,3963,none,deep_research,LOW,unverified_bare,normal,ביאת המשיח האחרון 3963 ב ∆
ביאת המשיח האחרון ואליהו,excel_import,,True,thematic_corpus,1104,none,public_expanded,MEDIUM,verified_default,normal,(none)
ביאת המשיח האחרון מכי ליהוה המלוכה,excel_import,,False,research_vocabulary,1278,none,deep_research,MEDIUM,unverified_with_notes,normal,אחרי רגיל
ביאת המשיח האחרונה בעתה,excel_import,,True,thematic_corpus,1528,none,public_expanded,MEDIUM,verified_default,normal,ריבוע
ביאת המשיח האמיתי בזמן הזה,excel_import,,False,research_vocabulary,1358,none,deep_research,LOW,unverified_bare,normal,(none)
ביאת המשיח האמיתי בימינו,excel_import,,True,thematic_corpus,1360,none,public_expanded,MEDIUM,verified_default,normal,משולש - 424 - רת
ביאת המשיח האמיתי האחרון ו 120 בימינו,excel_import,,False,research_vocabulary,2936,none,deep_research,LOW,unverified_bare,normal,ביאת המשיח האמיתי האחרון ו 120 בימינו
ביאת המשיח האמיתי האחרן לציון,excel_import,,False,research_vocabulary,1692,none,deep_research,LOW,unverified_bare,normal,(none)
ביאת המשיח האמתי בעתה ∆,excel_import,,False,research_vocabulary,6449,none,deep_research,LOW,unverified_bare,normal,(none)
ביאת המשיח מוצאי שביעית,excel_import,,True,thematic_corpus,1715,none,public_expanded,MEDIUM,verified_default,normal,אחרי גדול
ביאת המשיח מכי ליהוה המלוכה,excel_import,,False,research_vocabulary,1008,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל ומשולש - 3960 - רגיל - לפני - אחרי
ביאת מלך המשיח אותיות לפני,excel_import,,False,research_vocabulary,1859,none,deep_research,LOW,unverified_bare,normal,ביאת מלך המשיח אותיות לפני
ביאת מלך המשיח האחרון בהפתעה,excel_import,,False,research_vocabulary,1698,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני
ביאת מלך המשיח האמיתי האחרון,excel_import,,False,research_vocabulary,1602,none,deep_research,MEDIUM,unverified_with_notes,normal,גדול ואותיות - 1134 - לפני - 266 מיקום
ביאת משיח אחרון ב 477- מיקום האות,excel_import,,False,research_vocabulary,266,none,deep_research,MEDIUM,unverified_with_notes,normal,ביאת משיח אחרון ב 477 - מיקום האות
ביאת משיח בן דוד בעתה,excel_import,,False,research_vocabulary,1314,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני הבן איש חי 776 אטבח
ביאת משיח יהוה ב 477- רגיל ועוד משולש,excel_import,,False,research_vocabulary,8780,none,deep_research,MEDIUM,unverified_with_notes,normal,ביאת משיח יהוה ב 477 - רגיל ועוד משולש
ביאת משיח יהוה האמיתי האחרון,excel_import,,False,research_vocabulary,1533,none,deep_research,LOW,unverified_bare,normal,(none)
ביאתו של מלך המשיח,excel_import,,True,thematic_corpus,1202,none,public_expanded,MEDIUM,verified_default,normal,(none)
ביאתו של מלך המשיח בהיסח הדעת,excel_import,,False,research_vocabulary,1766,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל ומסתתר - 266 - מיקום האות
ביאתו של משיח בהיסח הדעת,excel_import,,False,research_vocabulary,1671,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל לפני אחרי
ביאתי כגואל האחרון,excel_import,,True,thematic_corpus,753,none,public_expanded,MEDIUM,verified_default,normal,משולש
ביאתי כמלך המשיח האחרון בזמן הזה,excel_import,,False,research_vocabulary,1282,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל ומילים - פי 5
ביאתי כמשיח בזמן הזה לפני - פי 5 - - אתבש 7810,excel_import,,False,research_vocabulary,5330,none,deep_research,MEDIUM,unverified_with_notes,normal,ביאתי כמשיח בזמן הזה לפני - פי 5 - אתבש 7810
ביאתי כמשיח בעתה אחישנה,excel_import,,True,thematic_corpus,1652,none,public_expanded,MEDIUM,verified_default,normal,מילוי - 1202 - לפני
ביאתי כמשיח יהוה,excel_import,,True,thematic_corpus,827,none,public_expanded,MEDIUM,verified_default,normal,מילוי ללא - 2212 - רגיל ומסתתר
ביאתי כמשיח לציון ירושלם מילוי ללא,excel_import,,False,research_vocabulary,1730,none,deep_research,LOW,unverified_bare,normal,ביאתי כמשיח לציון ירושלם מילוי ללא
ביאתי כמשיחך האמיתי בעתה אחישנה,excel_import,,False,research_vocabulary,2138,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר רגיל
בימינו גאולה ברחמים,excel_import,,True,thematic_corpus,463,none,public_expanded,MEDIUM,verified_default,normal,אתבש
בית מקדש משיח,excel_import,,True,thematic_corpus,1214,none,public_expanded,MEDIUM,verified_default,normal,(none)
בן דוד בא 644 -פליאה- 1335 -לפני,excel_import,,False,research_vocabulary,,none,deep_research,MEDIUM,unverified_with_notes,normal,בן דוד בא 644 - פליאה - 1335 - לפני
בן דויד בשנת הגאולה ∆ רגיל 878,excel_import,,False,research_vocabulary,3245,none,deep_research,LOW,unverified_bare,normal,בן דויד בשנת הגאולה ∆ רגיל 878
בן דויד המשיח האמיתי יבוא בימינו,excel_import,,False,research_vocabulary,1042,none,deep_research,MEDIUM,unverified_with_notes,normal,אטבח פי 5
בן דויד יצמח למשיח אחרון עד 22 12 = סת,excel_import,,False,research_vocabulary,644,none,deep_research,LOW,unverified_bare,normal,בן דויד יצמח למשיח אחרון עד 22 12 = סת
בן יוסף נסתר משיח - רגיל ומילים,excel_import,,False,research_vocabulary,2660,none,deep_research,LOW,unverified_bare,normal,בן יוסף נסתר משיח - רגיל ומילים
בעתה אחישנה ביאתי כמשיחך האמיתי,excel_import,,False,research_vocabulary,2138,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר
בצלם אלהים עשה את האדם המשיח,excel_import,,False,research_vocabulary,1437,none,deep_research,MEDIUM,unverified_with_notes,normal,אחרי 533
בראשית משיח בן דוד ∆,excel_import,,False,research_vocabulary,5014,none,deep_research,LOW,unverified_bare,normal,(none)
בשורת הגאולה -אתבש,excel_import,,False,research_vocabulary,1266,none,deep_research,MEDIUM,unverified_with_notes,normal,בשורת הגאולה - אתבש
בשורת הגאולה אתבש,excel_import,,True,thematic_corpus,1661,none,public_expanded,MEDIUM,verified_default,normal,בשורת הגאולה אתבש
בשורת הגאולה ב 776- מסתתר,excel_import,,False,research_vocabulary,1776,none,deep_research,MEDIUM,unverified_with_notes,normal,בשורת הגאולה ב 776 - מסתתר
בשורת הגאולה לפני,excel_import,,True,thematic_corpus,1128,none,public_expanded,MEDIUM,verified_default,normal,בשורת הגאולה לפני
בשורת הגאולה על ידי אליהו הנביא,excel_import,,False,research_vocabulary,1202,none,deep_research,LOW,unverified_bare,normal,בשורת הגאולה על ידי אליהו הנביא
בשורת הגאולה על ידי אליהו הנביא - רת,excel_import,,False,research_vocabulary,1202,none,deep_research,LOW,unverified_bare,normal,בשורת הגאולה על ידי אליהו הנביא - רת
בשורת המשיח - אתבש,excel_import,,False,research_vocabulary,588,none,deep_research,LOW,unverified_bare,normal,בשורת המשיח - אתבש
בשורת המשיח מאליהו,excel_import,,True,thematic_corpus,1363,none,public_expanded,MEDIUM,verified_default,normal,בשורת המשיח מאליהו
בשורת מלך המשיח בימינו-לפני - 434- סת,excel_import,,False,research_vocabulary,1400,none,deep_research,MEDIUM,unverified_with_notes,normal,בשורת מלך המשיח בימינו - לפני - 434 - סת
בשעה טובה משיח יבוא = 776,excel_import,,False,research_vocabulary,,none,deep_research,LOW,unverified_bare,normal,בשעה טובה משיח יבוא = 776
גאולה 2212-מסתתר רגיל,excel_import,,False,research_vocabulary,2015,none,deep_research,MEDIUM,unverified_with_notes,normal,גאולה 2212 - מסתתר רגיל
גאולה אחרונה ∆,excel_import,,False,research_vocabulary,1211,none,deep_research,LOW,unverified_bare,normal,(none)
גאולה אחרונה הגואל האחרון ∆,excel_import,,False,research_vocabulary,1211,none,deep_research,LOW,unverified_bare,normal,(none)
גאולה בהיסח הדעת,excel_import,,True,thematic_corpus,609,none,public_expanded,MEDIUM,verified_default,normal,(none)
גאולה בעתה בחמש שבע שבע שש,excel_import,,False,research_vocabulary,2216,none,deep_research,LOW,unverified_bare,normal,(none)
גאולה בעתה תהיה שנת?,excel_import,,False,research_vocabulary,1692,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי 2626
גאולת ישראל על ידי מלך המשיח,excel_import,,False,research_vocabulary,1558,none,deep_research,MEDIUM,unverified_with_notes,normal,משולש
גאל ראשון כגואל אחרון,excel_import,,True,thematic_corpus,916,none,public_expanded,MEDIUM,verified_default,normal,(none)
גואל בעד עת קץ,excel_import,,True,thematic_corpus,776,none,public_expanded,MEDIUM,verified_default,normal,(none)
גואל בעת ההיא,excel_import,,True,thematic_corpus,533,none,public_expanded,MEDIUM,verified_default,normal,(none)
גואל חמש שש שש,excel_import,,True,thematic_corpus,1588,none,public_expanded,MEDIUM,verified_default,normal,רגיל ואתבש
גואל יבוא לציון בימינו,excel_import,,True,thematic_corpus,363,none,public_expanded,MEDIUM,verified_default,normal,1212 - אחרי
גואל יהוה מטה,excel_import,,True,thematic_corpus,120,none,public_expanded,MEDIUM,verified_default,normal,(none)
גואל ישראל אמיתי,excel_import,,True,thematic_corpus,1042,none,public_expanded,MEDIUM,verified_default,normal,מילוי ללא
