# RESIDUAL LEGACY POST CORPUS — NUMERIC CLAIM LEDGER v1
#
# TOTAL 2864 claims: ENGINE_MATCH=1579 | NOT_ENGINE_REPRODUCED=963 | SOURCE_NATIVE_VARIANT=154 | SYSTEM_LAW_APPLICATION=152 | NEAR_MISS_<=3=16
# READ-ONLY. Every claim extracted from the 944-post residual corpus and classified against the
# LIVE canonical engine (public RPC: gematria_api + the 20 registered method functions).
# NOTHING was computed from memory. NO target-fitting: a claim is only ENGINE_MATCH if a registered
# method returns exactly the claimed value.
#
# class vocabulary:
#   ENGINE_MATCH             a registered canonical method reproduces the claimed value exactly
#   SOURCE_NATIVE_VARIANT    reproduces under an explicit historical operator (+כולל, -1, +אותיות, +מילים, combinations)
#   SYSTEM_LAW_APPLICATION   not a phrase calculation at all — a transform of an already-known number
#                            (millennium prefix +5000, decimal scaling x10, zero-law, אור-חוזר reversal,
#                             thousands-drop, spelled-numeral identity)
#   NEAR_MISS_<=3            within 3 of a registered method; recorded, NOT accepted
#   NOT_ENGINE_REPRODUCED    no registered method or justified operator reproduces it
#   NO_ENGINE_DATA           engine returned nothing for this string
#
# source: eq = '=' chain in body text | table = HTML table (value,phrase) row | begim = 'בגימטריה N'/'עולה N'
# columns: source	class	claimed_value	phrase	engine_detail	posts
#
eq	ENGINE_MATCH	718	במה אדע כי אירשנה	gadol; ragil	250
eq	SOURCE_NATIVE_VARIANT	718	לך כנוס את כל היהודים	ragil+כולל	250
eq	ENGINE_MATCH	938	בשלום	gadol	182,250
eq	ENGINE_MATCH	631	מלך ישראל	ragil	68,250
eq	NOT_ENGINE_REPRODUCED	1333	תיקון המשפט	ragil=1000; gadol=1650	182,250
eq	NOT_ENGINE_REPRODUCED	1333	משיח במשולש	ragil=1036; gadol=1036	182,250
eq	ENGINE_MATCH	333	שלג	gadol; ragil; aiq_bekar_calc	55,250
eq	ENGINE_MATCH	333	קוד הבריאה	gadol; ragil	15,250
eq	ENGINE_MATCH	1333	הדחת ראש ממשלה	gadol; ragil	182,250
eq	ENGINE_MATCH	1333	שנת פורץ גדר	ragil	182,250
eq	ENGINE_MATCH	1021	שר נתניהו	gadol; ragil	44,250
eq	ENGINE_MATCH	566	מתוה העם	ragil	247
eq	ENGINE_MATCH	918	איתמר בן גביר	ragil; ragil_calc	247
eq	ENGINE_MATCH	918	שם חי	gadol	247
eq	ENGINE_MATCH	974	ערב שבת	gadol; ragil	44,247
eq	ENGINE_MATCH	770	בית משיח	gadol; ragil	8,247
eq	ENGINE_MATCH	434	המשפט	gadol; ragil	182,247
eq	ENGINE_MATCH	240	לורד	gadol; ragil	247
eq	ENGINE_MATCH	240	ככר	gadol; ragil	247
eq	ENGINE_MATCH	119	דויד המלך	ragil	179,247
eq	ENGINE_MATCH	424	האחדות	gadol; ragil	171,247
eq	ENGINE_MATCH	586	שופר	gadol; ragil	10,247
eq	ENGINE_MATCH	424	משיח בן דוד"	ragil	44,1185
eq	ENGINE_MATCH	651	עם ישראל	ragil	44,913
eq	NOT_ENGINE_REPRODUCED	1789	תשפו	ragil=786; gadol=786	44
eq	ENGINE_MATCH	628	אורייתא	gadol; ragil; ragil_calc; gadol_calc	977,1420
eq	SOURCE_NATIVE_VARIANT	1074	שיר השירים	ragil-1	977,1420
eq	NOT_ENGINE_REPRODUCED	716	פעמיים נחש	ragil=608; gadol=1168	977,1420
eq	ENGINE_MATCH	271	הריון	ragil	298
eq	ENGINE_MATCH	703	שם המשיח	ragil	298
eq	ENGINE_MATCH	195	הקץ	ragil	298,1229
eq	ENGINE_MATCH	718	חדשות'	gadol; ragil	298,1186
eq	ENGINE_MATCH	151	מקוה	gadol; ragil	298,1440
eq	ENGINE_MATCH	1333	ישועות ישראל	gadol; ragil	182
eq	ENGINE_MATCH	683	שניאורסון	ragil	182
eq	ENGINE_MATCH	881	גאולת אמת	gadol; ragil	8,1058
eq	ENGINE_MATCH	396	אחזה רעננה	gadol; ragil; ragil_calc; gadol_calc	1345
eq	ENGINE_MATCH	66	יון	ragil	1345,1546
eq	NOT_ENGINE_REPRODUCED	1358	משיח	ragil=358; gadol=358	1295,1322
eq	ENGINE_MATCH	67	ביג בן	ragil	1295
eq	ENGINE_MATCH	17	טוב	gadol; ragil; siduri	28,133
eq	ENGINE_MATCH	266	חברון	ragil	1390
eq	ENGINE_MATCH	45	אדם	ragil; ragil_calc	1086,1390
eq	SOURCE_NATIVE_VARIANT	892	מערת המכפלה	gadol+מילים; ragil+מילים	1390
eq	ENGINE_MATCH	120	סין	ragil	1186,1514
eq	ENGINE_MATCH	782	התשעז	gadol; ragil	1186,1211
eq	ENGINE_MATCH	777	תשעז	gadol; ragil	1186,1211
eq	SYSTEM_LAW_APPLICATION	4740	דעת	gadol zero-law; gadol×10 (decimal scaling); ragil zero-law; ragil×10 (decimal scaling)	982,1185
eq	ENGINE_MATCH	4740	בשורת משיח	kadmi; kadmi_gadol	982,1185
eq	ENGINE_MATCH	238	רחל	gadol; ragil	55,1382
eq	ENGINE_MATCH	777	תשע"ז	gadol; ragil	1203,1211
eq	ENGINE_MATCH	111	א	miluy; miluy_calc	197,1535
eq	SYSTEM_LAW_APPLICATION	86	א	miluy_demiluy_calc digit-family(mod9); miluy_demiluy_gadol_calc digit-family(mod9); miluy_demiluy_gadol_calc mod100	197,1440
eq	ENGINE_MATCH	385	הערפל	gadol; ragil	165
eq	ENGINE_MATCH	676	צמח	kadmi; kadmi_gadol	1240,1488
eq	NOT_ENGINE_REPRODUCED	2936	מקדש אחרון"	ragil=709; gadol=1359	1318
eq	SYSTEM_LAW_APPLICATION	3960	דויד בן ישי	ragil zero-law; ragil×10 (decimal scaling)	1165,1189
eq	NOT_ENGINE_REPRODUCED	222	קול א	ragil=137; gadol=137	1198,1720
eq	ENGINE_MATCH	266	צמצום	ragil	1004,1058
eq	ENGINE_MATCH	130	עין	ragil	1382,1770
eq	ENGINE_MATCH	120	סוד הגאולה	gadol; ragil	1514,1629
eq	ENGINE_MATCH	70	ע	gadol; ragil	1535
eq	ENGINE_MATCH	440	מת	gadol; ragil	1196,1328
eq	ENGINE_MATCH	496	לויתן	ragil	1074
eq	NOT_ENGINE_REPRODUCED	496	מלכות והוא אחד מכינוייו של משה רבינו	ragil=1622; gadol=1622	1074
eq	ENGINE_MATCH	1100	תן	gadol	1074
eq	ENGINE_MATCH	708	מחנים	gadol	1074
eq	NOT_ENGINE_REPRODUCED	780	דגניה	ragil=72; gadol=72	1074
eq	ENGINE_MATCH	718	מחניים	gadol	1074
eq	NOT_ENGINE_REPRODUCED	713	מאה עשרים ושבע	ragil=1044; gadol=1604	1074
eq	NOT_ENGINE_REPRODUCED	1044	תשובה	ragil=713; gadol=713	1074
eq	ENGINE_MATCH	1044	מאה עשרים ושבע	ragil	1074
eq	NOT_ENGINE_REPRODUCED	918	יהי דן שפיפון עלי ארח"	ragil=924; gadol=2224	1074
eq	NOT_ENGINE_REPRODUCED	918	שמשון	ragil=696; gadol=1346	1074
eq	NOT_ENGINE_REPRODUCED	923	יהי כנחש שפיפון	ragil=929; gadol=1579	1074
eq	NOT_ENGINE_REPRODUCED	923	שמשון	ragil=696; gadol=1346	1074
eq	ENGINE_MATCH	123	בניאס	gadol; ragil	1074
eq	ENGINE_MATCH	123	חנינה	gadol; ragil	1074
eq	ENGINE_MATCH	90	מטולה	gadol; ragil	1074
eq	ENGINE_MATCH	227	אורך	ragil; ragil_calc	1074
eq	NOT_ENGINE_REPRODUCED	90	שבעים	ragil=422; gadol=982	1074
eq	ENGINE_MATCH	422	שבעים	ragil	1074
eq	SYSTEM_LAW_APPLICATION	72	ועם הכוללים	atbash digit-family(mod9); gadol digit-family(mod9)	1074
eq	ENGINE_MATCH	332	כביש	gadol; ragil	1074
eq	ENGINE_MATCH	332	יוכבד מרים	ragil	1074
eq	ENGINE_MATCH	332	ליברמן	ragil	1074
eq	NOT_ENGINE_REPRODUCED	226	ליברמן	ragil=332; gadol=982	1074
eq	SOURCE_NATIVE_VARIANT	226	קליפה	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים	1074
eq	ENGINE_MATCH	1143	גשר בנות יעקב	gadol; ragil	1074
eq	SOURCE_NATIVE_VARIANT	1143	שמע ישראל ה' אלקינו ה'אחד	albam+אותיות+מילים	1074
eq	ENGINE_MATCH	821	אחשורוש	gadol; ragil; ragil_calc; gadol_calc	1074
eq	ENGINE_MATCH	290	מרים	ragil	1074
eq	ENGINE_MATCH	290	צר	gadol; ragil	1074
eq	ENGINE_MATCH	290	כנור דוד	gadol; ragil	1074
eq	ENGINE_MATCH	550	צואר הרחם	ragil	1074
eq	ENGINE_MATCH	550	נשר	gadol; ragil	1074
eq	NOT_ENGINE_REPRODUCED	550	סכום	ragil=126; gadol=686	1074
eq	ENGINE_MATCH	1110	צואר הרחם	gadol	1074
eq	ENGINE_MATCH	1110	התהלך לפני	gadol	1074
eq	ENGINE_MATCH	1110	מאה שלושים ושבע	ragil	1074
eq	SOURCE_NATIVE_VARIANT	1110	גשר אדם	gadol+מילים	1074
eq	SOURCE_NATIVE_VARIANT	1110	קרית שמונה	gadol-1; ragil-1	1074
eq	ENGINE_MATCH	1234	לפתח חטאת רובץ	ragil	1074
eq	ENGINE_MATCH	1234	כתר חכמה בינה דעת	gadol; ragil	1074
eq	SOURCE_NATIVE_VARIANT	1234	נגיף הקורונה	gadol-1	1074
eq	NOT_ENGINE_REPRODUCED	749	סה"כ	ragil=85; gadol=85	1074
eq	ENGINE_MATCH	72	ללבי	gadol; ragil	1074
eq	ENGINE_MATCH	72	ויכלו	gadol; ragil	1074
eq	ENGINE_MATCH	620	בחירת	gadol; ragil	1074
eq	ENGINE_MATCH	620	מנהלת המים	ragil	1074
eq	NOT_ENGINE_REPRODUCED	1202	בראשית ברא אלקים	ragil=1297; gadol=1857	1074
eq	NOT_ENGINE_REPRODUCED	1202	בפתחא דקרתא	ragil=1196; gadol=1196	1074
eq	NOT_ENGINE_REPRODUCED	1290	הקץ בדניאל	ragil=292; gadol=1102	1074
eq	NOT_ENGINE_REPRODUCED	1210	ראשית גוים עמלק ואחריתו עדי אבד"	ragil=1932; gadol=2492	1074
eq	ENGINE_MATCH	525	מנהלת	gadol; ragil	1074
eq	ENGINE_MATCH	1050	תרמית	gadol; ragil	1074
eq	NOT_ENGINE_REPRODUCED	1050	מנהלת	ragil=525; gadol=525	1074
eq	NOT_ENGINE_REPRODUCED	277	אנא ה' הצליחה נא	ragil=256; gadol=256	1074
eq	ENGINE_MATCH	277	ערבה	gadol; ragil	1074
eq	ENGINE_MATCH	646	ראש פינה	gadol; ragil	1074
eq	NOT_ENGINE_REPRODUCED	646	אלקים	ragil=181; gadol=741	1074
eq	ENGINE_MATCH	280	ר"פ	gadol; ragil	1074
eq	ENGINE_MATCH	668	פנחס רוטנברג	gadol; ragil	1074
eq	SOURCE_NATIVE_VARIANT	668	והאיש משה	gadol+כולל; ragil+כולל	1074
eq	ENGINE_MATCH	72	דגניה	gadol; ragil	1074
eq	ENGINE_MATCH	329	גינוסר	gadol; ragil	1074
eq	ENGINE_MATCH	329	סניגור	gadol; ragil	1074
eq	SOURCE_NATIVE_VARIANT	329	חנם אין כסף	ragil+אותיות+כולל	1074
eq	ENGINE_MATCH	328	בעל צפון	ragil	1074
eq	ENGINE_MATCH	328	קטיגור	gadol; ragil	1074
eq	ENGINE_MATCH	328	חידוש	gadol; ragil	1074
eq	SOURCE_NATIVE_VARIANT	335	רבי חיים ויטאל	ragil-1	1074
eq	ENGINE_MATCH	939	ים גינוסר	gadol	1074
eq	NOT_ENGINE_REPRODUCED	939	אני ה' בעתה אחישנה	ragil=917; gadol=917	1074
eq	NOT_ENGINE_REPRODUCED	939	יג'	ragil=13; gadol=13	1074
eq	NOT_ENGINE_REPRODUCED	380	הים האחרון	ragil=325; gadol=1535	1074
eq	NOT_ENGINE_REPRODUCED	1026	למנצח בנגינות מזמור	ragil=1032; gadol=1032	1074
eq	NOT_ENGINE_REPRODUCED	1026	כתונת יוסף	ragil=1032; gadol=1752	1074
eq	SOURCE_NATIVE_VARIANT	1026	כי חלק ה' עמו יעקב חבל נחלתו	gadol+אותיות; ragil+אותיות	1074
eq	ENGINE_MATCH	1026	תורתך	ragil	1074
eq	ENGINE_MATCH	696	פירות	gadol; ragil	1074
eq	ENGINE_MATCH	697	ברית מילה	gadol; ragil	1074
eq	ENGINE_MATCH	655	המים"	gadol	1074
eq	ENGINE_MATCH	655	הקדוש ברוך הוא	ragil	1074
eq	SOURCE_NATIVE_VARIANT	655	וירוס הקורונה	gadol+כולל; ragil+כולל	1074
eq	SOURCE_NATIVE_VARIANT	651	עם ישראל חי	misratar+כולל	1074
eq	ENGINE_MATCH	439	קרטמצ	gadol; ragil	1074
eq	ENGINE_MATCH	439	גלות	gadol; ragil	1074
eq	NOT_ENGINE_REPRODUCED	919	תעלת לידה"	ragil=949; gadol=949	1074
eq	SOURCE_NATIVE_VARIANT	919	ירדן	gadol+אותיות+כולל; gadol+אותיות+מילים	1074
eq	NOT_ENGINE_REPRODUCED	919	תעלת לידה	ragil=949; gadol=949	1074
eq	NOT_ENGINE_REPRODUCED	919	כנרת רחם קורונה ישראלי	ragil=1836; gadol=2396	1074
eq	SOURCE_NATIVE_VARIANT	919	שם חי	gadol+כולל	1074
eq	SOURCE_NATIVE_VARIANT	919	םשיח	gadol+כולל; gadol+מילים	1074
eq	ENGINE_MATCH	358	שם חי	ragil	1074
eq	ENGINE_MATCH	921	ראש הממשלה	gadol; ragil	1074
eq	SOURCE_NATIVE_VARIANT	521	כשר	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים	1074
eq	ENGINE_MATCH	624	ירידת	gadol; ragil	1074
eq	ENGINE_MATCH	352	קרבן	ragil	1074
eq	NOT_ENGINE_REPRODUCED	358	קרבן	ragil=352; gadol=1002	1074
eq	ENGINE_MATCH	358	קורבן	ragil	1074
eq	ENGINE_MATCH	352	אנטי וירוס	gadol; ragil; ragil_calc; gadol_calc	1074
eq	ENGINE_MATCH	1250	פתיחת סכר דגניה"	gadol; ragil	1074
eq	ENGINE_MATCH	1250	ביאת אליהו ה'תש"פ	gadol; ragil	1074
eq	ENGINE_MATCH	1250	שרה רבקה רחל לאה בלהה זלפה	gadol; ragil	1074
eq	ENGINE_MATCH	144	פסד	gadol; ragil	1074
eq	ENGINE_MATCH	144	קדם	ragil	1074
eq	NOT_ENGINE_REPRODUCED	144	פעמיים חסד	ragil=322; gadol=882	1074
eq	NOT_ENGINE_REPRODUCED	314	פסק דין	ragil=304; gadol=954	1074
eq	ENGINE_MATCH	314	שדי	gadol; ragil	1074
eq	ENGINE_MATCH	240	פסק	gadol; ragil	1074
eq	ENGINE_MATCH	64	סד	albam; gadol; ragil	1074
eq	ENGINE_MATCH	64	אגס	gadol; ragil; ragil_calc; gadol_calc	1074
eq	ENGINE_MATCH	64	אדם חוה	ragil; ragil_calc	1074
eq	SOURCE_NATIVE_VARIANT	1149	מסכת ברכות	gadol+כולל; ragil+כולל	1074
eq	NOT_ENGINE_REPRODUCED	1149	שמע ישראל ה'אלקינו ה' אחד	ragil=1171; gadol=1171	1074
eq	SOURCE_NATIVE_VARIANT	521	מסכת	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים	1074
eq	ENGINE_MATCH	628	ברכות	gadol; ragil	1074
eq	NOT_ENGINE_REPRODUCED	628	אוריתא	ragil=618; gadol=618	1074
eq	ENGINE_MATCH	628	חיים	gadol	1074
eq	NOT_ENGINE_REPRODUCED	144	תרה	ragil=605; gadol=605	1074
eq	NOT_ENGINE_REPRODUCED	605	חמת אש	ragil=749; gadol=749	1074
eq	NOT_ENGINE_REPRODUCED	605	כיפת ברזל	ragil=749; gadol=749	1074
eq	NOT_ENGINE_REPRODUCED	605	גימטריית ערך מס'המזמורים בתיקון הכללי	ragil=2083; gadol=3773	1074
eq	NOT_ENGINE_REPRODUCED	605	מתפטר	ragil=729; gadol=729	1074
eq	NOT_ENGINE_REPRODUCED	605	נבצרות	ragil=748; gadol=748	1074
eq	NOT_ENGINE_REPRODUCED	749	גימטריית ערך מס'המזמורים בתיקון הכללי	ragil=2083; gadol=3773	1074
eq	NOT_ENGINE_REPRODUCED	749	מתפטר	ragil=729; gadol=729	1074
eq	ENGINE_MATCH	878	יסוד שבמלכות	gadol; ragil	1074
eq	NOT_ENGINE_REPRODUCED	876	מפלס הכנרת	ragil=885; gadol=885	1074
eq	ENGINE_MATCH	682	חסדים	gadol	1074
eq	ENGINE_MATCH	1111	קרית שמונה	gadol; ragil	1074
eq	ENGINE_MATCH	1111	ויביאם אל גבול קדשו	gadol	1074
eq	ENGINE_MATCH	1111	ירושלים תפלה	ragil	1074
eq	SOURCE_NATIVE_VARIANT	1111	צואר הרחם	gadol+כולל	1074
eq	ENGINE_MATCH	1121	קריאת שמע	gadol; ragil	1074
eq	NOT_ENGINE_REPRODUCED	1290	כינרת	ragil=680; gadol=680	1074
eq	ENGINE_MATCH	1274	ירידת מים	gadol	1074
eq	ENGINE_MATCH	1000	משיח בן יוסף משיח בן דויד	ragil	1074
eq	ENGINE_MATCH	274	רחל לאה	gadol; ragil	1074
eq	ENGINE_MATCH	274	ערד	gadol; ragil	1074
eq	ENGINE_MATCH	828	בארה של מרים	ragil; ragil_calc	1074
eq	ENGINE_MATCH	828	צפנת פענח	gadol; ragil	1074
eq	SOURCE_NATIVE_VARIANT	828	דויד מלך ישראל חי וקים	ragil-1	1074
eq	SOURCE_NATIVE_VARIANT	828	רחל בתך הקטנה	ragil-1	1074
eq	SOURCE_NATIVE_VARIANT	828	תשובה עילאה	gadol-1; ragil-1	1074
eq	NOT_ENGINE_REPRODUCED	828	כי הנני מביא את עבדי צמח	ragil=823; gadol=823	1074
eq	ENGINE_MATCH	474	עמק ירדן	ragil	1074
eq	ENGINE_MATCH	474	מפלס ירדן	ragil	1074
eq	ENGINE_MATCH	1124	עמק ירדן	gadol	1074
eq	NOT_ENGINE_REPRODUCED	1124	שמע ישראל ה' אלקינו ה' אחד	ragil=1171; gadol=1171	1074
eq	ENGINE_MATCH	1122	ממשלת מעבר"	gadol; ragil	1074
eq	SOURCE_NATIVE_VARIANT	1122	קריאת שמע	gadol+כולל; ragil+כולל	1074
eq	ENGINE_MATCH	602	מעבר צר	gadol; ragil	1074
eq	SOURCE_NATIVE_VARIANT	602	משה אהרן	ragil+כולל	1074
eq	SOURCE_NATIVE_VARIANT	602	בני ישראל	gadol-1; ragil-1	1074
eq	ENGINE_MATCH	480	תלמוד	gadol; ragil	1074
eq	NOT_ENGINE_REPRODUCED	480	ל	ragil=30; gadol=30	1074
eq	ENGINE_MATCH	630	באורייתא	gadol; ragil; ragil_calc; gadol_calc	1074
eq	ENGINE_MATCH	630	זריזות	gadol; ragil	1074
eq	ENGINE_MATCH	109	מסדה	gadol; ragil	1074
eq	ENGINE_MATCH	666	מאה שערים	ragil	1074
eq	NOT_ENGINE_REPRODUCED	666	מרמז על היסוד	ragil=472; gadol=472	1074
eq	ENGINE_MATCH	893	אשדות יעקב	gadol; ragil; gadol_calc; ragil_calc	1074
eq	SOURCE_NATIVE_VARIANT	893	יציאת מצרים	ragil+מילים	1074
eq	SOURCE_NATIVE_VARIANT	893	נעשה ונשמע	gadol+מילים; ragil+מילים	1074
eq	SOURCE_NATIVE_VARIANT	893	ודור רביעי ישובו הנה	gadol+כולל; ragil+כולל	1074
eq	SOURCE_NATIVE_VARIANT	893	ישנתי אז ינוח לי	gadol+כולל; ragil+כולל	1074
eq	NOT_ENGINE_REPRODUCED	251	אפיקים	ragil=241; gadol=801	1074
eq	ENGINE_MATCH	251	מאיר	gadol; ragil	1074
eq	ENGINE_MATCH	801	אפיקים	gadol; gadol_calc	1074
eq	ENGINE_MATCH	801	לשון הקודש	ragil	1074
eq	SOURCE_NATIVE_VARIANT	801	שנת הגאולה	gadol+כולל; ragil+כולל	1074
eq	SOURCE_NATIVE_VARIANT	801	בנימן	gadol-1	1074
eq	ENGINE_MATCH	317	כוכב הירדן	ragil	1074
eq	ENGINE_MATCH	317	אברהם אבינו	ragil; ragil_calc	1074
eq	ENGINE_MATCH	317	יאוש	gadol; ragil	1074
eq	ENGINE_MATCH	274	לאה רחל	gadol; ragil	1074
eq	ENGINE_MATCH	67	חמדיה	gadol; ragil	1074
eq	ENGINE_MATCH	528	נווה איתן	ragil	1074
eq	ENGINE_MATCH	528	אז ישיר	gadol; ragil; ragil_calc; gadol_calc	1074
eq	ENGINE_MATCH	528	מפתח	gadol; ragil	1074
eq	SOURCE_NATIVE_VARIANT	190	מעוז חיים	ragil-1	1074
eq	SOURCE_NATIVE_VARIANT	288	עין הנציב	ragil+כולל	1074
eq	ENGINE_MATCH	288	רפח	gadol; ragil	1074
eq	ENGINE_MATCH	937	עין הנציב	gadol	1074
eq	NOT_ENGINE_REPRODUCED	937	אני ה' בעתה אחישנה	ragil=917; gadol=917	1074
eq	SOURCE_NATIVE_VARIANT	937	הדחת נתניהו	gadol-1; ragil-1	1074
eq	NOT_ENGINE_REPRODUCED	937	יג'	ragil=13; gadol=13	1074
eq	SYSTEM_LAW_APPLICATION	4	טירת צבי	stair_triangle_calc digit-family(mod9)	1074
eq	SOURCE_NATIVE_VARIANT	722	טירת צבי	gadol+כולל; ragil+כולל	1074
eq	ENGINE_MATCH	729	קרע שטן	ragil	1074
eq	ENGINE_MATCH	729	יעקוב ישראל	gadol; ragil	1074
eq	ENGINE_MATCH	729	ארבעים ושנים	ragil; ragil_calc	1074
eq	SOURCE_NATIVE_VARIANT	729	ויהי בשלח פרעה	gadol+מילים; ragil+מילים	1074
eq	ENGINE_MATCH	361	שדה אליהו	gadol; ragil	1074
eq	ENGINE_MATCH	361	הר ציון	ragil	1074
eq	ENGINE_MATCH	361	נשיא	gadol; ragil	1074
eq	SOURCE_NATIVE_VARIANT	1601	ציון במשפט תפדה ושביה בצדקה	ragil+כולל	1074
eq	SOURCE_NATIVE_VARIANT	1601	תלמוד ירושלמי תלמוד בבלי	gadol+כולל; ragil+כולל	1074
eq	ENGINE_MATCH	1601	נשלמה פרים שפתינו	ragil	1074
eq	NOT_ENGINE_REPRODUCED	670	ים כנרת	ragil=720; gadol=1280	1074
eq	ENGINE_MATCH	670	יהודה תמר	gadol; ragil	1074
eq	ENGINE_MATCH	681	שער הנון	ragil	1074
eq	ENGINE_MATCH	681	יום השישי	ragil	1074
eq	ENGINE_MATCH	681	אני מאמין באמונה שלמה	ragil; ragil_calc	1074
eq	ENGINE_MATCH	626	בירידת	gadol; ragil	1074
eq	ENGINE_MATCH	1623	עמק בית שאן	gadol	1074
eq	NOT_ENGINE_REPRODUCED	1623	תלמוד ירושלמי תלמוד בבלי	ragil=1600; gadol=1600	1074
eq	ENGINE_MATCH	626	וישב על הבאר"	gadol; ragil	1074
eq	SOURCE_NATIVE_VARIANT	670	מכת ארבה	gadol+מילים; ragil+מילים	1074
eq	ENGINE_MATCH	524	נהר הירדן	albam; ragil	1074
eq	ENGINE_MATCH	524	תלמוד בבלי	gadol; ragil	1074
eq	ENGINE_MATCH	524	ושביה בצדקה	gadol; ragil	1074
eq	ENGINE_MATCH	526	קן צפור	ragil	1074
eq	ENGINE_MATCH	429	משפט	gadol; ragil	1074
eq	ENGINE_MATCH	479	עמק הירדן	ragil	1074
eq	ENGINE_MATCH	479	משפטים	ragil	1074
eq	NOT_ENGINE_REPRODUCED	100	המשפטים	ragil=484; gadol=1044	1074
eq	NOT_ENGINE_REPRODUCED	100	אלף ארבעים וארבע	ragil=713; gadol=1993	1074
eq	NOT_ENGINE_REPRODUCED	713	המשפטים	ragil=484; gadol=1044	1074
eq	ENGINE_MATCH	1044	המשפטים	gadol	1074
eq	ENGINE_MATCH	127	גוג יעלה	gadol; ragil	1074
eq	ENGINE_MATCH	89	מחולה	gadol; ragil	1074
eq	ENGINE_MATCH	89	חנוכה	gadol; ragil	1074
eq	ENGINE_MATCH	1600	ציון במשפט תפדה ושביה בצדקה	ragil	1074
eq	ENGINE_MATCH	1600	תלמוד ירושלמי תלמוד בבלי	gadol; ragil	1074
eq	SOURCE_NATIVE_VARIANT	1600	נשלמה פרים שפתינו	ragil-1	1074
eq	ENGINE_MATCH	294	ארגמן	ragil; ragil_calc	1074
eq	NOT_ENGINE_REPRODUCED	294	בן דוד	ragil=66; gadol=716	1074
eq	SOURCE_NATIVE_VARIANT	451	מצפה יריחו	gadol+מילים; ragil+מילים	1074
eq	NOT_ENGINE_REPRODUCED	451	ברוך ה' מציון	ragil=429; gadol=1559	1074
eq	SOURCE_NATIVE_VARIANT	451	תהילה	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים; misratar+אותיות+כולל; misratar+אותיות+מילים	1074
eq	NOT_ENGINE_REPRODUCED	451	יולדת ישמעאל	ragil=901; gadol=901	1074
eq	ENGINE_MATCH	820	תשעים	ragil	1074
eq	ENGINE_MATCH	1152	כביש תשעים	ragil	1074
eq	ENGINE_MATCH	1152	והארץ היתה תהו ובהו	ragil	1074
eq	ENGINE_MATCH	1152	כתנות עור	gadol; ragil	1074
eq	ENGINE_MATCH	806	מעלה אדומים	gadol	1074
eq	ENGINE_MATCH	806	ישועתך	ragil	1074
eq	ENGINE_MATCH	806	ציון	gadol	1074
eq	ENGINE_MATCH	806	לעשות	gadol; ragil	1074
eq	NOT_ENGINE_REPRODUCED	806	בנימן	ragil=152; gadol=802	1074
eq	SOURCE_NATIVE_VARIANT	257	אהרן	ragil+כולל; ragil+מילים; ragil_calc+כולל; ragil_calc+מילים	1074
eq	ENGINE_MATCH	661	אדומים	gadol; gadol_calc	1074
eq	ENGINE_MATCH	661	האיש משה	gadol; ragil	1074
eq	ENGINE_MATCH	345	כביש אחד	gadol; ragil	1074
eq	ENGINE_MATCH	548	גשר אדם	ragil	1074
eq	ENGINE_MATCH	548	מחצית	gadol; ragil	1074
eq	ENGINE_MATCH	596	גשר אלנבי	gadol; ragil	1074
eq	ENGINE_MATCH	596	אכילת מצה	gadol; ragil; atbash; gadol_calc; ragil_calc; atbash_calc	1074
eq	ENGINE_MATCH	596	שומרים	ragil	1074
eq	ENGINE_MATCH	596	שמורים	ragil	1074
eq	SYSTEM_LAW_APPLICATION	91	ויחד	atbash digit-family(mod9)	1074
eq	NOT_ENGINE_REPRODUCED	600	סה"כ	ragil=85; gadol=85	1074
eq	ENGINE_MATCH	600	שקר	gadol; ragil	1074
eq	ENGINE_MATCH	600	ציצית	gadol; ragil	1074
eq	ENGINE_MATCH	190	נקם	ragil	1074
eq	ENGINE_MATCH	844	חטא מכירת יוסף	ragil	250
eq	ENGINE_MATCH	844	בי נשבעתי	gadol; ragil	250
eq	ENGINE_MATCH	832	נשבעתי	gadol; ragil	250
eq	ENGINE_MATCH	832	נקבה תסובב גבר	gadol; ragil	250
eq	ENGINE_MATCH	844	פסגת אש	gadol; ragil	250
eq	ENGINE_MATCH	844	דאתחלתא	gadol; ragil	250
eq	NOT_ENGINE_REPRODUCED	844	ס"ת	ragil=460; gadol=460	250
eq	NOT_ENGINE_REPRODUCED	844	היפלא מה' משולש מילה	ragil=932; gadol=932	250
eq	ENGINE_MATCH	938	המלך המשיח	gadol	250
eq	SOURCE_NATIVE_VARIANT	938	אני יוסף	gadol+כולל; gadol_calc+כולל	250
eq	ENGINE_MATCH	938	כח תשרי	gadol; ragil	250
eq	NOT_ENGINE_REPRODUCED	1135	הקטן יהיה לאלף במילוי	ragil=433; gadol=1803	250
eq	ENGINE_MATCH	1135	קיסר משנה קיסר	gadol; ragil	250
eq	ENGINE_MATCH	1135	הסתכל באוריתא	gadol; ragil	250
eq	SOURCE_NATIVE_VARIANT	1135	בנימין נתניהו מלך המשיח	ragil-1	250
